word	sentid	corpuspos	markers	list_len	prompt_len	wlen	surp	hs	dHs
:	21	15	0	3	1	1	7.532893657684326	7.843733310699463	-0.18469905853271484
vessel	21	16	1	3	1	6	20.15785789489746	4.381019115447998	3.462714195251465
,	21	17	1	3	1	1	2.500744104385376	6.885785102844238	-2.5047659873962402
robber	21	18	1	3	1	6	17.728612899780273	7.373910427093506	-0.4881253242492676
,	21	19	1	3	1	1	0.5083789825439453	2.5841379165649414	4.7897725105285645
banner	21	20	1	3	1	6	13.324552536010742	8.113180160522461	-5.5290422439575195
.	21	21	1	3	1	1	6.426808834075928	2.582636833190918	5.530543327331543
and	21	22	2	3	1	3	21.71175765991211	0.13429658114910126	2.4483402520418167
the	21	23	2	3	1	3	3.097611904144287	7.904670715332031	-7.77037413418293
other	21	24	2	3	1	5	5.881100654602051	10.044856071472168	-2.1401853561401367
:	21	25	2	3	1	1	8.780805587768555	8.892354965209961	1.152501106262207
robber	21	26	3	3	1	6	20.446165084838867	6.417592525482178	2.474762439727783
,	21	27	3	3	1	1	1.8215479850769043	5.783466339111328	0.6341261863708496
banner	21	28	3	3	1	6	11.935026168823242	8.818903923034668	-3.03543758392334
,	21	29	3	3	1	1	0.7939567565917969	3.551980495452881	5.266923427581787
vessel	21	30	3	3	1	6	15.49743938446045	7.917278289794922	-4.365297794342041
.	21	31	3	3	1	1	5.551116943359375	5.236038684844971	2.681239604949951
before	22	0	0	3	1	6	12.175455093383789	5.69603967666626	0.0
the	22	1	0	3	1	3	1.47728431224823	5.135690689086914	0.5603489875793457
meeting	22	2	0	3	1	7	8.561812400817871	8.300494194030762	-3.1648035049438477
,	22	3	0	3	1	1	0.989509642124176	4.0994768142700195	4.201017379760742
<unk>	22	4	0	3	1	5	1.5845153331756592	4.64409065246582	-0.5446138381958008
wrote	22	5	0	3	1	5	6.152081489562988	7.3578386306762695	-2.713747978210449
down	22	6	0	3	1	4	11.714888572692871	5.0509748458862305	2.306863784790039
the	22	7	0	3	1	3	2.121814250946045	5.512060642242432	-0.46108579635620117
following	22	8	0	3	1	9	7.313302993774414	9.681784629821777	-4.169723987579346
lists	22	9	0	3	1	5	13.648065567016602	6.734681129455566	2.947103500366211
of	22	10	0	3	1	2	2.82932448387146	3.8980631828308105	2.836617946624756
words	22	11	0	3	1	5	12.689349174499512	4.843432903289795	-0.9453697204589844
.	22	12	0	3	1	1	2.9660675525665283	5.659689903259277	-0.8162569999694824
one	22	13	0	3	1	3	27.016033172607422	0.22724972665309906	5.432440176606178
was	22	14	0	3	1	3	6.645137310028076	7.659034252166748	-7.431784525513649
:	22	15	0	3	1	1	7.532893657684326	7.843733310699463	-0.18469905853271484
engine	22	16	1	3	1	6	21.517494201660156	4.381019115447998	3.462714195251465
,	22	17	1	3	1	1	3.1344408988952637	8.84370231628418	-4.462683200836182
timber	22	18	1	3	1	6	13.598437309265137	9.365036964416504	-0.5213346481323242
,	22	19	1	3	1	1	0.3746916651725769	2.1445329189300537	7.22050404548645
harbour	22	20	1	3	1	7	15.946816444396973	7.223280906677246	-5.078747987747192
.	22	21	1	3	1	1	8.19826602935791	2.3433494567871094	4.879931449890137
and	22	22	2	3	1	3	20.2637996673584	0.1027681902050972	2.240581266582012
the	22	23	2	3	1	3	3.0409674644470215	8.524306297302246	-8.421538107097149
other	22	24	2	3	1	5	6.530052661895752	10.093202590942383	-1.5688962936401367
:	22	25	2	3	1	1	8.302979469299316	9.242374420166016	0.8508281707763672
timber	22	26	3	3	1	6	16.62286376953125	6.542006015777588	2.7003684043884277
,	22	27	3	3	1	1	2.550856351852417	7.1731977462768555	-0.6311917304992676
harbour	22	28	3	3	1	7	13.631119728088379	9.51485824584961	-2.341660499572754
,	22	29	3	3	1	1	0.5715522170066833	3.140720844268799	6.3741374015808105
engine	22	30	3	3	1	6	12.608551979064941	8.825764656066895	-5.685043811798096
.	22	31	3	3	1	1	7.4518585205078125	4.977930068969727	3.847834587097168
before	23	0	0	5	1	6	12.175455093383789	5.69603967666626	0.0
the	23	1	0	5	1	3	1.47728431224823	5.135690689086914	0.5603489875793457
meeting	23	2	0	5	1	7	8.561812400817871	8.300494194030762	-3.1648035049438477
,	23	3	0	5	1	1	0.989509642124176	4.0994768142700195	4.201017379760742
<unk>	23	4	0	5	1	5	1.5845153331756592	4.64409065246582	-0.5446138381958008
wrote	23	5	0	5	1	5	6.152081489562988	7.3578386306762695	-2.713747978210449
down	23	6	0	5	1	4	11.714888572692871	5.0509748458862305	2.306863784790039
the	23	7	0	5	1	3	2.121814250946045	5.512060642242432	-0.46108579635620117
following	23	8	0	5	1	9	7.313302993774414	9.681784629821777	-4.169723987579346
lists	23	9	0	5	1	5	13.648065567016602	6.734681129455566	2.947103500366211
of	23	10	0	5	1	2	2.82932448387146	3.8980631828308105	2.836617946624756
words	23	11	0	5	1	5	12.689349174499512	4.843432903289795	-0.9453697204589844
.	23	12	0	5	1	1	2.9660675525665283	5.659689903259277	-0.8162569999694824
one	23	13	0	5	1	3	27.016033172607422	0.22724972665309906	5.432440176606178
was	23	14	0	5	1	3	6.645137310028076	7.659034252166748	-7.431784525513649
:	23	15	0	5	1	1	7.532893657684326	7.843733310699463	-0.18469905853271484
patience	23	16	1	5	1	8	17.59474754333496	4.381019115447998	3.462714195251465
,	23	17	1	5	1	1	1.4878097772598267	5.106598854064941	-0.7255797386169434
notion	23	18	1	5	1	6	14.460854530334473	9.570473670959473	-4.463874816894531
,	23	19	1	5	1	1	0.6070693135261536	2.014090061187744	7.5563836097717285
movie	23	20	1	5	1	5	13.851471900939941	7.10658073425293	-5.0924906730651855
,	23	21	1	5	1	1	0.7670133709907532	3.789139986038208	3.3174407482147217
women	23	22	1	5	1	5	13.141322135925293	8.09224796295166	-4.303107976913452
,	23	23	1	5	1	1	0.4368102550506592	1.6639750003814697	6.42827296257019
canoe	23	24	1	5	1	5	16.47844696044922	6.408833980560303	-4.744858980178833
.	23	25	1	5	1	1	8.72118091583252	2.1561360359191895	4.252697944641113
and	23	26	2	5	1	3	18.42911720275879	0.31994274258613586	1.8361932933330536
the	23	27	2	5	1	3	3.645145893096924	8.820375442504883	-8.500432699918747
other	23	28	2	5	1	5	7.057785987854004	10.400938987731934	-1.5805635452270508
:	23	29	2	5	1	1	8.22695541381836	9.287324905395508	1.1136140823364258
women	23	30	3	5	1	5	10.36910343170166	7.095541954040527	2.1917829513549805
,	23	31	3	5	1	1	3.5005812644958496	6.69863224029541	0.3969097137451172
notion	23	32	3	5	1	6	19.25086212158203	8.34749698638916	-1.64886474609375
,	23	33	3	5	1	1	0.693790853023529	2.2424910068511963	6.105005979537964
patience	23	34	3	5	1	8	10.92214584350586	7.638676643371582	-5.396185636520386
,	23	35	3	5	1	1	0.3213023543357849	1.2669538259506226	6.3717228174209595
movie	23	36	3	5	1	5	13.181882858276367	8.365903854370117	-7.098950028419495
,	23	37	3	5	1	1	0.7123153209686279	3.535184144973755	4.830719709396362
canoe	23	38	3	5	1	5	16.92059326171875	8.841029167175293	-5.305845022201538
.	23	39	3	5	1	1	9.101508140563965	2.7583060264587402	6.082723140716553
before	24	0	0	5	1	6	12.175455093383789	5.69603967666626	0.0
the	24	1	0	5	1	3	1.47728431224823	5.135690689086914	0.5603489875793457
meeting	24	2	0	5	1	7	8.561812400817871	8.300494194030762	-3.1648035049438477
,	24	3	0	5	1	1	0.989509642124176	4.0994768142700195	4.201017379760742
<unk>	24	4	0	5	1	5	1.5845153331756592	4.64409065246582	-0.5446138381958008
wrote	24	5	0	5	1	5	6.152081489562988	7.3578386306762695	-2.713747978210449
down	24	6	0	5	1	4	11.714888572692871	5.0509748458862305	2.306863784790039
the	24	7	0	5	1	3	2.121814250946045	5.512060642242432	-0.46108579635620117
following	24	8	0	5	1	9	7.313302993774414	9.681784629821777	-4.169723987579346
lists	24	9	0	5	1	5	13.648065567016602	6.734681129455566	2.947103500366211
of	24	10	0	5	1	2	2.82932448387146	3.8980631828308105	2.836617946624756
words	24	11	0	5	1	5	12.689349174499512	4.843432903289795	-0.9453697204589844
.	24	12	0	5	1	1	2.9660675525665283	5.659689903259277	-0.8162569999694824
one	24	13	0	5	1	3	27.016033172607422	0.22724972665309906	5.432440176606178
was	24	14	0	5	1	3	6.645137310028076	7.659034252166748	-7.431784525513649
:	24	15	0	5	1	1	7.532893657684326	7.843733310699463	-0.18469905853271484
pleasure	24	16	1	5	1	8	18.927270889282227	4.381019115447998	3.462714195251465
,	24	17	1	5	1	1	2.2185606956481934	6.399007797241211	-2.017988681793213
pattern	24	18	1	5	1	7	15.147882461547852	8.771175384521484	-2.3721675872802734
,	24	19	1	5	1	1	0.9417083859443665	3.6887967586517334	5.082378625869751
leader	24	20	1	5	1	6	13.964849472045898	7.757448673248291	-4.068651914596558
,	24	21	1	5	1	1	0.6581301689147949	2.7979037761688232	4.959544897079468
culture	24	22	1	5	1	7	9.870189666748047	8.261466979980469	-5.4635632038116455
,	24	23	1	5	1	1	0.34298235177993774	1.4993306398391724	6.762136340141296
worker	24	24	1	5	1	6	15.460517883300781	8.007439613342285	-6.508108973503113
.	24	25	1	5	1	1	7.906793117523193	2.566657781600952	5.440781831741333
and	24	26	2	5	1	3	19.90996551513672	0.1686031073331833	2.398054674267769
the	24	27	2	5	1	3	3.5571444034576416	8.245512962341309	-8.076909855008125
other	24	28	2	5	1	5	7.139647960662842	10.442112922668457	-2.1965999603271484
:	24	29	2	5	1	1	7.282154560089111	9.091940879821777	1.3501720428466797
leader	24	30	3	5	1	6	16.373132705688477	6.754486560821533	2.337454319000244
,	24	31	3	5	1	1	2.976351737976074	4.687540054321289	2.066946506500244
culture	24	32	3	5	1	7	12.236963272094727	8.320984840393066	-3.6334447860717773
,	24	33	3	5	1	1	0.779765248298645	3.1622304916381836	5.158754348754883
pattern	24	34	3	5	1	7	14.680335998535156	8.450508117675781	-5.288277626037598
,	24	35	3	5	1	1	0.6531382203102112	2.647066831588745	5.803441286087036
pleasure	24	36	3	5	1	8	12.297542572021484	8.130890846252441	-5.483824014663696
,	24	37	3	5	1	1	0.42149999737739563	2.0244288444519043	6.106462001800537
worker	24	38	3	5	1	6	14.896682739257812	7.668601036071777	-5.644172191619873
.	24	39	3	5	1	1	8.106414794921875	2.47689151763916	5.191709518432617
before	25	0	0	5	1	6	12.175455093383789	5.69603967666626	0.0
the	25	1	0	5	1	3	1.47728431224823	5.135690689086914	0.5603489875793457
meeting	25	2	0	5	1	7	8.561812400817871	8.300494194030762	-3.1648035049438477
,	25	3	0	5	1	1	0.989509642124176	4.0994768142700195	4.201017379760742
<unk>	25	4	0	5	1	5	1.5845153331756592	4.64409065246582	-0.5446138381958008
wrote	25	5	0	5	1	5	6.152081489562988	7.3578386306762695	-2.713747978210449
down	25	6	0	5	1	4	11.714888572692871	5.0509748458862305	2.306863784790039
the	25	7	0	5	1	3	2.121814250946045	5.512060642242432	-0.46108579635620117
following	25	8	0	5	1	9	7.313302993774414	9.681784629821777	-4.169723987579346
lists	25	9	0	5	1	5	13.648065567016602	6.734681129455566	2.947103500366211
of	25	10	0	5	1	2	2.82932448387146	3.8980631828308105	2.836617946624756
words	25	11	0	5	1	5	12.689349174499512	4.843432903289795	-0.9453697204589844
.	25	12	0	5	1	1	2.9660675525665283	5.659689903259277	-0.8162569999694824
one	25	13	0	5	1	3	27.016033172607422	0.22724972665309906	5.432440176606178
was	25	14	0	5	1	3	6.645137310028076	7.659034252166748	-7.431784525513649
:	25	15	0	5	1	1	7.532893657684326	7.843733310699463	-0.18469905853271484
paper	25	16	1	5	1	5	16.322162628173828	4.381019115447998	3.462714195251465
,	25	17	1	5	1	1	2.777505397796631	7.579775810241699	-3.198756694793701
belief	25	18	1	5	1	6	15.218563079833984	8.653268814086914	-1.0734930038452148
,	25	19	1	5	1	1	0.763569176197052	2.9249887466430664	5.728280067443848
factor	25	20	1	5	1	6	16.108747482299805	8.019383430480957	-5.094394683837891
,	25	21	1	5	1	1	1.5062134265899658	5.121731281280518	2.8976521492004395
total	25	22	1	5	1	5	12.896819114685059	8.14933967590332	-3.0276083946228027
,	25	23	1	5	1	1	1.8075878620147705	7.779274940490723	0.37006473541259766
comrade	25	24	1	5	1	7	21.122594833374023	7.929584980010986	-0.15031003952026367
.	25	25	1	5	1	1	6.920902252197266	2.903841495513916	5.02574348449707
and	25	26	2	5	1	3	20.315902709960938	0.1317150592803955	2.7721264362335205
the	25	27	2	5	1	3	2.9253506660461426	8.499486923217773	-8.367771863937378
other	25	28	2	5	1	5	7.599640846252441	10.481898307800293	-1.9824113845825195
:	25	29	2	5	1	1	6.890637397766113	9.279352188110352	1.2025461196899414
factor	25	30	3	5	1	6	17.213016510009766	6.5596513748168945	2.719700813293457
,	25	31	3	5	1	1	4.020573616027832	5.168631553649902	1.3910198211669922
paper	25	32	3	5	1	5	14.356064796447754	10.001077651977539	-4.832446098327637
,	25	33	3	5	1	1	0.6194255352020264	2.764288902282715	7.236788749694824
belief	25	34	3	5	1	6	13.718111038208008	8.3499116897583	-5.585622787475586
,	25	35	3	5	1	1	0.4828912615776062	2.075493812561035	6.274417877197266
comrade	25	36	3	5	1	7	19.70498275756836	7.685279846191406	-5.609786033630371
,	25	37	3	5	1	1	0.7256821393966675	2.9592137336730957	4.7260661125183105
total	25	38	3	5	1	5	12.636375427246094	8.355108261108398	-5.395894527435303
.	25	39	3	5	1	1	5.345296382904053	6.367403984069824	1.9877042770385742
before	26	0	0	5	1	6	12.175455093383789	5.69603967666626	0.0
the	26	1	0	5	1	3	1.47728431224823	5.135690689086914	0.5603489875793457
meeting	26	2	0	5	1	7	8.561812400817871	8.300494194030762	-3.1648035049438477
,	26	3	0	5	1	1	0.989509642124176	4.0994768142700195	4.201017379760742
<unk>	26	4	0	5	1	5	1.5845153331756592	4.64409065246582	-0.5446138381958008
wrote	26	5	0	5	1	5	6.152081489562988	7.3578386306762695	-2.713747978210449
down	26	6	0	5	1	4	11.714888572692871	5.0509748458862305	2.306863784790039
the	26	7	0	5	1	3	2.121814250946045	5.512060642242432	-0.46108579635620117
following	26	8	0	5	1	9	7.313302993774414	9.681784629821777	-4.169723987579346
lists	26	9	0	5	1	5	13.648065567016602	6.734681129455566	2.947103500366211
of	26	10	0	5	1	2	2.82932448387146	3.8980631828308105	2.836617946624756
words	26	11	0	5	1	5	12.689349174499512	4.843432903289795	-0.9453697204589844
.	26	12	0	5	1	1	2.9660675525665283	5.659689903259277	-0.8162569999694824
one	26	13	0	5	1	3	27.016033172607422	0.22724972665309906	5.432440176606178
was	26	14	0	5	1	3	6.645137310028076	7.659034252166748	-7.431784525513649
:	26	15	0	5	1	1	7.532893657684326	7.843733310699463	-0.18469905853271484
cabin	26	16	1	5	1	5	20.017330169677734	4.381019115447998	3.462714195251465
,	26	17	1	5	1	1	3.1470999717712402	7.842654705047607	-3.4616355895996094
doorway	26	18	1	5	1	7	19.753400802612305	7.72909688949585	0.11355781555175781
,	26	19	1	5	1	1	0.6935362219810486	3.450453042984009	4.278643846511841
candle	26	20	1	5	1	6	12.873761177062988	9.352567672729492	-5.902114629745483
,	26	21	1	5	1	1	0.5236878395080566	2.934091329574585	6.418476343154907
parent	26	22	1	5	1	6	19.39314842224121	9.586828231811523	-6.6527369022369385
,	26	23	1	5	1	1	1.0583176612854004	4.9993367195129395	4.587491512298584
monarch	26	24	1	5	1	7	17.815120697021484	8.97174072265625	-3.9724040031433105
.	26	25	1	5	1	1	8.457663536071777	1.761919379234314	7.209821343421936
and	26	26	2	5	1	3	20.68958854675293	0.06318932771682739	1.6987300515174866
the	26	27	2	5	1	3	3.0887296199798584	8.679116249084473	-8.615926921367645
other	26	28	2	5	1	5	6.258930206298828	10.232539176940918	-1.5534229278564453
:	26	29	2	5	1	1	8.48480224609375	9.00740909576416	1.2251300811767578
monarch	26	30	3	5	1	7	19.585603713989258	6.374311447143555	2.6330976486206055
,	26	31	3	5	1	1	2.485844373703003	6.371831893920898	0.00247955322265625
parent	26	32	3	5	1	6	18.23978042602539	6.872366428375244	-0.5005345344543457
,	26	33	3	5	1	1	1.8865364789962769	6.642116546630859	0.23024988174438477
cabin	26	34	3	5	1	5	15.842945098876953	7.760334014892578	-1.1182174682617188
,	26	35	3	5	1	1	1.267600655555725	5.498769760131836	2.261564254760742
doorway	26	36	3	5	1	7	17.706214904785156	8.76860237121582	-3.2698326110839844
,	26	37	3	5	1	1	0.7008669972419739	3.52957820892334	5.2390241622924805
candle	26	38	3	5	1	6	11.293230056762695	9.564160346984863	-6.034582138061523
.	26	39	3	5	1	1	7.300360679626465	4.30691385269165	5.257246494293213
before	27	0	0	5	1	6	12.175455093383789	5.69603967666626	0.0
the	27	1	0	5	1	3	1.47728431224823	5.135690689086914	0.5603489875793457
meeting	27	2	0	5	1	7	8.561812400817871	8.300494194030762	-3.1648035049438477
,	27	3	0	5	1	1	0.989509642124176	4.0994768142700195	4.201017379760742
<unk>	27	4	0	5	1	5	1.5845153331756592	4.64409065246582	-0.5446138381958008
wrote	27	5	0	5	1	5	6.152081489562988	7.3578386306762695	-2.713747978210449
down	27	6	0	5	1	4	11.714888572692871	5.0509748458862305	2.306863784790039
the	27	7	0	5	1	3	2.121814250946045	5.512060642242432	-0.46108579635620117
following	27	8	0	5	1	9	7.313302993774414	9.681784629821777	-4.169723987579346
lists	27	9	0	5	1	5	13.648065567016602	6.734681129455566	2.947103500366211
of	27	10	0	5	1	2	2.82932448387146	3.8980631828308105	2.836617946624756
words	27	11	0	5	1	5	12.689349174499512	4.843432903289795	-0.9453697204589844
.	27	12	0	5	1	1	2.9660675525665283	5.659689903259277	-0.8162569999694824
one	27	13	0	5	1	3	27.016033172607422	0.22724972665309906	5.432440176606178
was	27	14	0	5	1	3	6.645137310028076	7.659034252166748	-7.431784525513649
:	27	15	0	5	1	1	7.532893657684326	7.843733310699463	-0.18469905853271484
future	27	16	1	5	1	6	16.200971603393555	4.381019115447998	3.462714195251465
,	27	17	1	5	1	1	3.765000820159912	8.79019546508789	-4.409176349639893
legend	27	18	1	5	1	6	13.351463317871094	8.356154441833496	0.43404102325439453
,	27	19	1	5	1	1	0.864383339881897	3.167332887649536	5.18882155418396
problem	27	20	1	5	1	7	13.482845306396484	8.371678352355957	-5.204345464706421
,	27	21	1	5	1	1	0.9388848543167114	3.9958243370056152	4.375854015350342
flavor	27	22	1	5	1	6	15.686929702758789	9.271556854248047	-5.275732517242432
,	27	23	1	5	1	1	0.28355371952056885	1.3965575695037842	7.874999284744263
prairie	27	24	1	5	1	7	19.000768661499023	8.800274848937988	-7.403717279434204
.	27	25	1	5	1	1	7.691329479217529	5.147872447967529	3.652402400970459
and	27	26	2	5	1	3	19.66600227355957	0.3688332140445709	4.779039233922958
the	27	27	2	5	1	3	3.4620933532714844	9.05276870727539	-8.68393549323082
other	27	28	2	5	1	5	7.8725905418396	10.398005485534668	-1.3452367782592773
:	27	29	2	5	1	1	7.449190616607666	9.36019515991211	1.0378103256225586
problem	27	30	3	5	1	7	15.887580871582031	6.67503547668457	2.685159683227539
,	27	31	3	5	1	1	4.102122783660889	6.962965488433838	-0.2879300117492676
legend	27	32	3	5	1	6	13.161168098449707	9.692359924316406	-2.7293944358825684
,	27	33	3	5	1	1	0.6322399973869324	2.3730125427246094	7.319347381591797
future	27	34	3	5	1	6	12.521514892578125	8.005854606628418	-5.632842063903809
,	27	35	3	5	1	1	2.0360496044158936	7.895463466644287	0.11039113998413086
flavor	27	36	3	5	1	6	18.213653564453125	8.062058448791504	-0.1665949821472168
,	27	37	3	5	1	1	0.5842769145965576	2.6347036361694336	5.42735481262207
prairie	27	38	3	5	1	7	16.87532615661621	8.808594703674316	-6.173891067504883
.	27	39	3	5	1	1	7.278000831604004	5.075701713562012	3.7328929901123047
before	28	0	0	5	1	6	12.175455093383789	5.69603967666626	0.0
the	28	1	0	5	1	3	1.47728431224823	5.135690689086914	0.5603489875793457
meeting	28	2	0	5	1	7	8.561812400817871	8.300494194030762	-3.1648035049438477
,	28	3	0	5	1	1	0.989509642124176	4.0994768142700195	4.201017379760742
<unk>	28	4	0	5	1	5	1.5845153331756592	4.64409065246582	-0.5446138381958008
wrote	28	5	0	5	1	5	6.152081489562988	7.3578386306762695	-2.713747978210449
down	28	6	0	5	1	4	11.714888572692871	5.0509748458862305	2.306863784790039
the	28	7	0	5	1	3	2.121814250946045	5.512060642242432	-0.46108579635620117
following	28	8	0	5	1	9	7.313302993774414	9.681784629821777	-4.169723987579346
lists	28	9	0	5	1	5	13.648065567016602	6.734681129455566	2.947103500366211
of	28	10	0	5	1	2	2.82932448387146	3.8980631828308105	2.836617946624756
words	28	11	0	5	1	5	12.689349174499512	4.843432903289795	-0.9453697204589844
.	28	12	0	5	1	1	2.9660675525665283	5.659689903259277	-0.8162569999694824
one	28	13	0	5	1	3	27.016033172607422	0.22724972665309906	5.432440176606178
was	28	14	0	5	1	3	6.645137310028076	7.659034252166748	-7.431784525513649
:	28	15	0	5	1	1	7.532893657684326	7.843733310699463	-0.18469905853271484
oven	28	16	1	5	1	4	22.872514724731445	4.381019115447998	3.462714195251465
,	28	17	1	5	1	1	1.9357573986053467	7.1802077293396	-2.7991886138916016
patient	28	18	1	5	1	7	15.905118942260742	7.760739326477051	-0.5805315971374512
,	28	19	1	5	1	1	1.7029967308044434	6.882525444030762	0.8782138824462891
daughter	28	20	1	5	1	8	13.843161582946777	7.332019329071045	-0.4494938850402832
,	28	21	1	5	1	1	1.094629168510437	3.3012049198150635	4.0308144092559814
bubble	28	22	1	5	1	6	14.072458267211914	7.803956508636475	-4.502751588821411
,	28	23	1	5	1	1	1.3993778228759766	6.015618801116943	1.7883377075195312
colour	28	24	1	5	1	6	12.716628074645996	8.613201141357422	-2.5975823402404785
.	28	25	1	5	1	1	8.349557876586914	1.915466070175171	6.697735071182251
and	28	26	2	5	1	3	22.2186279296875	0.04233219102025032	1.8731338791549206
the	28	27	2	5	1	3	2.7808666229248047	7.992034912109375	-7.949702721089125
other	28	28	2	5	1	5	6.090617656707764	10.232884407043457	-2.240849494934082
:	28	29	2	5	1	1	9.574117660522461	8.988865852355957	1.2440185546875
daughter	28	30	3	5	1	8	15.27974796295166	6.608748912811279	2.3801169395446777
,	28	31	3	5	1	1	2.952216386795044	5.025688171386719	1.5830607414245605
bubble	28	32	3	5	1	6	16.465139389038086	7.892453193664551	-2.866765022277832
,	28	33	3	5	1	1	2.3483285903930664	6.800412654876709	1.0920405387878418
patient	28	34	3	5	1	7	14.294611930847168	8.5838041305542	-1.7833914756774902
,	28	35	3	5	1	1	0.6834080219268799	3.8548693656921387	4.7289347648620605
oven	28	36	3	5	1	4	15.518098831176758	7.139117240905762	-3.284247875213623
,	28	37	3	5	1	1	0.3798222839832306	2.2205123901367188	4.918604850769043
colour	28	38	3	5	1	6	12.643045425415039	7.773182392120361	-5.552670001983643
.	28	39	3	5	1	1	7.248805046081543	2.5311198234558105	5.242062568664551
before	29	0	0	5	1	6	12.175455093383789	5.69603967666626	0.0
the	29	1	0	5	1	3	1.47728431224823	5.135690689086914	0.5603489875793457
meeting	29	2	0	5	1	7	8.561812400817871	8.300494194030762	-3.1648035049438477
,	29	3	0	5	1	1	0.989509642124176	4.0994768142700195	4.201017379760742
<unk>	29	4	0	5	1	5	1.5845153331756592	4.64409065246582	-0.5446138381958008
wrote	29	5	0	5	1	5	6.152081489562988	7.3578386306762695	-2.713747978210449
down	29	6	0	5	1	4	11.714888572692871	5.0509748458862305	2.306863784790039
the	29	7	0	5	1	3	2.121814250946045	5.512060642242432	-0.46108579635620117
following	29	8	0	5	1	9	7.313302993774414	9.681784629821777	-4.169723987579346
lists	29	9	0	5	1	5	13.648065567016602	6.734681129455566	2.947103500366211
of	29	10	0	5	1	2	2.82932448387146	3.8980631828308105	2.836617946624756
words	29	11	0	5	1	5	12.689349174499512	4.843432903289795	-0.9453697204589844
.	29	12	0	5	1	1	2.9660675525665283	5.659689903259277	-0.8162569999694824
one	29	13	0	5	1	3	27.016033172607422	0.22724972665309906	5.432440176606178
was	29	14	0	5	1	3	6.645137310028076	7.659034252166748	-7.431784525513649
:	29	15	0	5	1	1	7.532893657684326	7.843733310699463	-0.18469905853271484
village	29	16	1	5	1	7	18.47221565246582	4.381019115447998	3.462714195251465
,	29	17	1	5	1	1	3.3885552883148193	7.909752368927002	-3.528733253479004
shipping	29	18	1	5	1	8	16.043453216552734	7.900774002075195	0.00897836685180664
,	29	19	1	5	1	1	0.7541869878768921	3.684847593307495	4.2159264087677
beauty	29	20	1	5	1	6	10.522102355957031	8.819622039794922	-5.134774446487427
,	29	21	1	5	1	1	0.5827544927597046	1.8044368028640747	7.015185236930847
football	29	22	1	5	1	8	11.578124046325684	7.663356304168701	-5.8589195013046265
,	29	23	1	5	1	1	0.18704906105995178	0.8876790404319763	6.775677263736725
merit	29	24	1	5	1	5	17.564485549926758	8.664676666259766	-7.776997625827789
.	29	25	1	5	1	1	7.937075138092041	1.3373055458068848	7.327371120452881
and	29	26	2	5	1	3	19.89165687561035	0.08068808168172836	1.2566174641251564
the	29	27	2	5	1	3	3.345243453979492	8.55725383758545	-8.47656575590372
other	29	28	2	5	1	5	7.578558444976807	10.345049858093262	-1.7877960205078125
:	29	29	2	5	1	1	7.8593244552612305	9.373214721679688	0.9718351364135742
beauty	29	30	3	5	1	6	12.982473373413086	6.851927280426025	2.521287441253662
,	29	31	3	5	1	1	2.441401958465576	4.270631313323975	2.581295967102051
football	29	32	3	5	1	8	11.154818534851074	9.692461967468262	-5.421830654144287
,	29	33	3	5	1	1	0.36824801564216614	1.4715501070022583	8.220911860466003
village	29	34	3	5	1	7	15.972078323364258	8.090561866760254	-6.619011759757996
,	29	35	3	5	1	1	0.8545355200767517	4.52451229095459	3.566049575805664
merit	29	36	3	5	1	5	16.877817153930664	8.789979934692383	-4.265467643737793
,	29	37	3	5	1	1	0.5019060373306274	1.96743643283844	6.822543501853943
shipping	29	38	3	5	1	8	16.206510543823242	8.568672180175781	-6.601235747337341
.	29	39	3	5	1	1	7.413768291473389	1.6277071237564087	6.940965056419373
before	30	0	0	5	1	6	12.175455093383789	5.69603967666626	0.0
the	30	1	0	5	1	3	1.47728431224823	5.135690689086914	0.5603489875793457
meeting	30	2	0	5	1	7	8.561812400817871	8.300494194030762	-3.1648035049438477
,	30	3	0	5	1	1	0.989509642124176	4.0994768142700195	4.201017379760742
<unk>	30	4	0	5	1	5	1.5845153331756592	4.64409065246582	-0.5446138381958008
wrote	30	5	0	5	1	5	6.152081489562988	7.3578386306762695	-2.713747978210449
down	30	6	0	5	1	4	11.714888572692871	5.0509748458862305	2.306863784790039
the	30	7	0	5	1	3	2.121814250946045	5.512060642242432	-0.46108579635620117
following	30	8	0	5	1	9	7.313302993774414	9.681784629821777	-4.169723987579346
lists	30	9	0	5	1	5	13.648065567016602	6.734681129455566	2.947103500366211
of	30	10	0	5	1	2	2.82932448387146	3.8980631828308105	2.836617946624756
words	30	11	0	5	1	5	12.689349174499512	4.843432903289795	-0.9453697204589844
.	30	12	0	5	1	1	2.9660675525665283	5.659689903259277	-0.8162569999694824
one	30	13	0	5	1	3	27.016033172607422	0.22724972665309906	5.432440176606178
was	30	14	0	5	1	3	6.645137310028076	7.659034252166748	-7.431784525513649
:	30	15	0	5	1	1	7.532893657684326	7.843733310699463	-0.18469905853271484
county	30	16	1	5	1	6	18.608762741088867	4.381019115447998	3.462714195251465
,	30	17	1	5	1	1	3.6385602951049805	8.662545204162598	-4.2815260887146
muscle	30	18	1	5	1	6	18.06278419494629	7.061984539031982	1.6005606651306152
,	30	19	1	5	1	1	1.1659189462661743	5.302062034606934	1.7599225044250488
vapor	30	20	1	5	1	5	17.062334060668945	8.747660636901855	-3.445598602294922
